temperature,feels_like,humidity,wind_speed,weather_condition,time_of_day,season,mood,occasion,recommended_top,recommended_bottom,recommended_outer,accessories
3.3,4.4,35,22.1,clear,afternoon,winter,good,formal,long sleeves,pants,jacket,gloves
9.0,7.8,89,7.6,snow,evening,winter,good,casual,sweater,shalwar,puffer jacket,beanie
3.6,4.9,77,22.4,cloudy,afternoon,winter,good,formal,kurta,pants,puffer jacket,scarf
-4.8,-4.8,66,9.0,cloudy,morning,winter,neutral,work,sweater,jeans,coat,gloves
-2.6,-4.0,50,20.4,rain,night,winter,neutral,party,hoodie,jeans,jacket,beanie
0.0,-1.4,57,20.1,clear,night,winter,bad,work,hoodie,trousers,coat,gloves
7.0,7.4,62,8.5,snow,night,winter,neutral,work,long sleeves,pants,jacket,beanie
12.2,11.5,44,18.2,clear,night,winter,neutral,formal,sweater,shalwar,coat,scarf
11.3,10.1,78,11.8,rain,afternoon,winter,good,casual,long sleeves,jeans,puffer jacket,scarf
-4.8,-4.7,54,17.3,snow,morning,winter,bad,work,sweater,trousers,coat,beanie
8.0,9.5,85,5.9,cloudy,night,winter,neutral,formal,sweater,trousers,jacket,beanie
14.0,14.7,72,19.6,snow,evening,winter,bad,work,hoodie,jeans,jacket,gloves
-3.8,-4.3,30,22.2,snow,afternoon,winter,bad,party,long sleeves,shalwar,puffer jacket,scarf
-0.2,1.3,69,22.4,rain,morning,winter,neutral,work,sweater,trousers,puffer jacket,scarf
-3.7,-2.9,40,20.4,cloudy,afternoon,winter,bad,formal,sweater,trousers,jacket,gloves
8.2,7.2,66,12.4,clear,evening,winter,good,casual,kurta,shalwar,puffer jacket,scarf
12.6,11.4,53,9.3,snow,afternoon,winter,good,work,long sleeves,shalwar,coat,scarf
0.8,2.1,79,19.7,snow,morning,winter,neutral,work,sweater,shalwar,puffer jacket,gloves
8.4,7.9,90,13.1,snow,evening,winter,good,work,long sleeves,trousers,coat,scarf
-4.6,-4.8,30,7.0,rain,evening,winter,neutral,casual,sweater,pants,puffer jacket,scarf
-4.6,-3.4,37,23.6,snow,morning,winter,neutral,work,long sleeves,trousers,jacket,scarf
7.7,8.0,70,21.3,snow,evening,winter,bad,casual,sweater,pants,jacket,gloves
4.2,4.6,66,10.5,cloudy,afternoon,winter,bad,work,long sleeves,jeans,puffer jacket,beanie
13.9,14.7,41,20.1,rain,morning,winter,bad,formal,kurta,pants,jacket,gloves
0.3,-1.1,74,23.8,snow,night,winter,bad,casual,sweater,jeans,puffer jacket,beanie
9.9,9.2,41,8.0,clear,evening,winter,bad,formal,hoodie,shalwar,jacket,scarf
11.7,12.1,62,17.1,rain,morning,winter,bad,casual,long sleeves,pants,coat,gloves
0.7,0.9,90,11.0,clear,morning,winter,good,formal,sweater,jeans,coat,gloves
6.1,5.8,75,11.1,rain,afternoon,winter,neutral,formal,sweater,trousers,coat,scarf
6.2,6.4,36,21.8,rain,evening,winter,good,party,long sleeves,shalwar,coat,beanie
11.2,11.4,81,13.9,cloudy,night,winter,neutral,party,sweater,pants,puffer jacket,scarf
-1.2,-1.8,50,9.9,rain,morning,winter,bad,formal,kurta,jeans,jacket,gloves
5.0,3.6,67,17.0,snow,afternoon,winter,neutral,party,hoodie,trousers,coat,scarf
6.5,5.5,47,5.7,clear,evening,winter,good,formal,sweater,jeans,jacket,gloves
-1.3,0.1,40,16.0,clear,night,winter,good,work,kurta,shalwar,jacket,scarf
13.6,12.2,83,7.1,cloudy,afternoon,winter,good,formal,long sleeves,shalwar,puffer jacket,scarf
6.2,5.5,53,14.8,cloudy,night,winter,good,work,kurta,pants,puffer jacket,beanie
0.8,0.3,58,7.5,snow,afternoon,winter,good,casual,kurta,jeans,puffer jacket,gloves
3.3,3.5,37,21.2,rain,morning,winter,neutral,formal,sweater,shalwar,coat,gloves
-2.0,-0.8,30,10.4,clear,night,winter,bad,work,kurta,jeans,jacket,beanie
6.6,5.9,70,23.0,cloudy,morning,winter,neutral,party,sweater,pants,puffer jacket,gloves
-3.3,-3.5,63,13.8,rain,evening,winter,good,work,sweater,jeans,coat,scarf
4.7,5.5,82,12.3,rain,morning,winter,good,casual,hoodie,shalwar,jacket,beanie
-2.9,-2.9,57,23.9,cloudy,night,winter,bad,formal,kurta,trousers,coat,scarf
8.7,10.0,83,21.7,snow,morning,winter,good,formal,sweater,pants,puffer jacket,beanie
5.0,5.0,62,14.9,snow,night,winter,good,formal,long sleeves,jeans,puffer jacket,beanie
11.5,11.3,88,13.2,snow,night,winter,good,formal,sweater,jeans,jacket,scarf
11.0,12.0,86,19.7,clear,night,winter,neutral,formal,sweater,shalwar,jacket,scarf
8.2,7.8,73,8.6,rain,night,winter,good,work,hoodie,jeans,puffer jacket,gloves
7.7,6.8,79,10.2,rain,afternoon,winter,neutral,formal,long sleeves,trousers,jacket,scarf
11.8,11.1,75,5.9,snow,morning,winter,neutral,work,kurta,trousers,puffer jacket,gloves
4.3,3.4,60,9.2,snow,morning,winter,good,casual,sweater,shalwar,puffer jacket,beanie
13.4,12.2,45,15.2,clear,morning,winter,bad,casual,kurta,shalwar,coat,scarf
7.8,6.7,75,8.7,rain,morning,winter,bad,formal,sweater,shalwar,puffer jacket,gloves
10.8,11.2,73,20.2,snow,evening,winter,neutral,formal,hoodie,trousers,coat,beanie
2.5,3.4,80,11.4,rain,afternoon,winter,good,party,sweater,shalwar,coat,gloves
1.3,0.4,42,20.1,clear,morning,winter,good,formal,sweater,pants,coat,scarf
14.2,13.1,50,16.4,clear,evening,winter,good,formal,hoodie,shalwar,coat,beanie
8.8,10.0,81,5.4,snow,afternoon,winter,good,casual,hoodie,trousers,coat,beanie
2.5,1.2,82,7.2,cloudy,evening,winter,good,formal,long sleeves,pants,coat,beanie
8.5,7.1,48,20.8,cloudy,evening,winter,good,party,kurta,trousers,jacket,gloves
4.3,3.7,90,10.5,clear,evening,winter,bad,party,hoodie,jeans,jacket,gloves
2.2,1.1,36,13.6,rain,night,winter,bad,casual,sweater,trousers,jacket,beanie
2.6,1.6,71,22.2,rain,evening,winter,neutral,casual,kurta,trousers,coat,gloves
11.7,10.4,57,13.6,clear,evening,winter,good,party,long sleeves,trousers,puffer jacket,beanie
9.9,9.8,87,5.3,cloudy,afternoon,winter,neutral,casual,kurta,shalwar,puffer jacket,gloves
12.2,13.6,60,14.9,clear,night,winter,bad,work,long sleeves,pants,coat,gloves
4.6,3.8,56,6.5,snow,evening,winter,neutral,work,hoodie,trousers,puffer jacket,beanie
13.8,15.2,66,19.8,cloudy,evening,winter,neutral,work,kurta,shalwar,jacket,gloves
6.1,6.3,42,6.0,snow,evening,winter,neutral,casual,kurta,jeans,puffer jacket,gloves
9.9,8.9,54,6.7,snow,night,winter,bad,work,hoodie,pants,jacket,beanie
12.2,12.1,83,22.5,snow,afternoon,winter,good,casual,hoodie,shalwar,puffer jacket,beanie
-1.1,-2.3,84,20.9,clear,afternoon,winter,neutral,party,hoodie,pants,puffer jacket,scarf
6.5,7.4,76,11.6,cloudy,night,winter,neutral,casual,hoodie,trousers,coat,beanie
10.5,10.9,56,23.3,cloudy,night,winter,neutral,formal,sweater,shalwar,puffer jacket,scarf
-3.1,-3.2,69,11.3,snow,morning,winter,good,casual,sweater,shalwar,coat,beanie
9.4,10.4,68,8.2,snow,afternoon,winter,neutral,work,sweater,pants,coat,gloves
2.3,2.6,89,6.1,cloudy,evening,winter,good,party,kurta,shalwar,coat,scarf
6.7,5.6,69,6.2,cloudy,morning,winter,bad,formal,kurta,shalwar,coat,beanie
12.4,12.2,39,19.8,clear,morning,winter,bad,formal,kurta,jeans,jacket,scarf
9.0,9.9,31,5.3,snow,evening,winter,bad,work,long sleeves,pants,puffer jacket,scarf
3.3,2.8,84,21.3,rain,morning,winter,good,formal,sweater,shalwar,puffer jacket,gloves
14.0,15.0,44,21.1,cloudy,afternoon,winter,bad,work,long sleeves,trousers,coat,beanie
2.3,1.6,50,23.7,snow,night,winter,bad,casual,sweater,jeans,puffer jacket,beanie
8.5,8.0,54,21.6,cloudy,afternoon,winter,good,formal,kurta,trousers,jacket,beanie
3.3,3.7,70,19.0,snow,morning,winter,good,casual,long sleeves,pants,coat,scarf
12.6,12.3,64,17.5,clear,afternoon,winter,good,formal,sweater,trousers,coat,gloves
-3.4,-4.7,81,14.3,snow,evening,winter,neutral,party,kurta,jeans,jacket,beanie
9.6,8.3,40,11.8,cloudy,afternoon,winter,bad,party,hoodie,shalwar,jacket,beanie
4.0,5.0,57,18.8,rain,afternoon,winter,neutral,formal,kurta,trousers,jacket,beanie
1.1,0.1,40,24.8,cloudy,morning,winter,bad,casual,hoodie,trousers,jacket,beanie
-0.6,-2.1,45,16.4,cloudy,evening,winter,good,party,kurta,trousers,coat,beanie
7.7,7.6,36,14.6,cloudy,afternoon,winter,neutral,casual,kurta,shalwar,jacket,scarf
5.3,4.4,86,21.7,clear,afternoon,winter,good,casual,sweater,pants,coat,beanie
12.4,12.7,41,9.0,snow,afternoon,winter,bad,party,long sleeves,trousers,puffer jacket,gloves
11.0,10.0,31,14.7,clear,morning,winter,neutral,work,long sleeves,pants,puffer jacket,scarf
-3.6,-3.8,62,19.3,clear,evening,winter,bad,casual,long sleeves,trousers,puffer jacket,scarf
-2.3,-1.2,64,22.7,clear,evening,winter,bad,formal,long sleeves,pants,puffer jacket,scarf
7.9,6.6,34,15.7,rain,night,winter,neutral,party,hoodie,trousers,coat,beanie
4.2,2.7,60,17.4,cloudy,afternoon,winter,bad,casual,kurta,pants,jacket,beanie
5.9,7.3,50,13.2,cloudy,evening,winter,good,work,sweater,jeans,puffer jacket,scarf
-3.7,-4.5,56,18.0,rain,morning,winter,good,formal,kurta,trousers,coat,gloves
14.6,15.6,34,16.0,rain,night,winter,neutral,formal,kurta,shalwar,puffer jacket,scarf
-0.3,-0.3,36,5.5,snow,afternoon,winter,good,party,long sleeves,jeans,coat,beanie
-3.0,-4.2,44,13.8,rain,evening,winter,good,casual,long sleeves,pants,puffer jacket,beanie
1.7,1.0,86,16.3,clear,afternoon,winter,neutral,casual,sweater,jeans,jacket,scarf
8.8,8.9,66,7.4,cloudy,afternoon,winter,good,party,long sleeves,pants,coat,scarf
1.6,1.7,80,20.8,cloudy,morning,winter,neutral,work,kurta,shalwar,puffer jacket,scarf
-2.7,-3.1,86,14.2,rain,night,winter,neutral,party,kurta,jeans,jacket,scarf
2.9,3.9,86,12.7,clear,night,winter,bad,casual,long sleeves,jeans,puffer jacket,scarf
9.6,8.7,61,10.7,snow,night,winter,neutral,casual,long sleeves,jeans,puffer jacket,scarf
3.5,4.8,72,22.4,clear,morning,winter,good,formal,kurta,trousers,jacket,gloves
-3.0,-2.9,57,23.2,rain,evening,winter,bad,casual,long sleeves,pants,jacket,scarf
-1.1,-1.7,88,10.2,cloudy,morning,winter,good,work,sweater,jeans,coat,scarf
14.9,15.7,88,6.7,clear,afternoon,winter,neutral,work,long sleeves,pants,puffer jacket,scarf
-3.1,-1.9,44,8.0,cloudy,afternoon,winter,good,work,kurta,shalwar,jacket,scarf
-2.5,-1.5,56,15.4,clear,night,winter,bad,formal,long sleeves,shalwar,coat,scarf
7.9,9.2,87,23.3,rain,evening,winter,good,party,hoodie,trousers,coat,gloves
8.5,7.9,40,17.0,snow,evening,winter,neutral,work,kurta,shalwar,jacket,gloves
-4.0,-4.3,77,17.0,rain,afternoon,winter,good,party,sweater,jeans,jacket,gloves
-3.0,-2.0,54,14.8,rain,afternoon,winter,good,formal,kurta,shalwar,puffer jacket,gloves
-4.9,-6.1,59,10.9,cloudy,morning,winter,good,work,kurta,pants,puffer jacket,scarf
13.5,14.6,55,16.6,rain,evening,winter,neutral,casual,long sleeves,shalwar,puffer jacket,gloves
4.8,5.2,88,14.6,rain,night,winter,good,party,kurta,pants,jacket,beanie
-1.8,-2.4,32,15.5,snow,evening,winter,bad,casual,hoodie,pants,puffer jacket,beanie
-4.2,-5.3,48,19.3,clear,evening,winter,bad,party,kurta,pants,coat,gloves
9.5,9.3,68,23.5,rain,afternoon,winter,bad,work,long sleeves,trousers,puffer jacket,scarf
8.5,9.8,67,22.2,cloudy,morning,winter,neutral,work,sweater,trousers,puffer jacket,beanie
-4.1,-3.4,34,9.3,clear,evening,winter,good,casual,kurta,trousers,coat,beanie
-0.3,0.3,75,23.4,clear,night,winter,neutral,casual,sweater,trousers,puffer jacket,beanie
13.2,13.0,63,22.1,clear,morning,winter,bad,party,long sleeves,jeans,jacket,gloves
3.3,3.4,68,21.1,clear,morning,winter,good,casual,sweater,pants,puffer jacket,scarf
12.6,13.2,54,19.2,rain,afternoon,winter,bad,casual,sweater,pants,puffer jacket,scarf
1.8,1.2,85,14.8,rain,evening,winter,neutral,formal,hoodie,trousers,puffer jacket,beanie
-1.5,-1.8,68,22.2,snow,afternoon,winter,bad,work,sweater,jeans,jacket,gloves
12.3,11.1,56,8.4,clear,evening,winter,good,casual,long sleeves,pants,puffer jacket,scarf
13.1,13.8,82,20.5,clear,evening,winter,good,formal,hoodie,shalwar,puffer jacket,beanie
12.7,11.9,90,6.8,snow,night,winter,neutral,party,hoodie,jeans,puffer jacket,gloves
14.5,15.2,78,13.9,snow,night,winter,good,formal,long sleeves,shalwar,puffer jacket,beanie
14.9,16.2,47,8.2,clear,afternoon,winter,good,party,kurta,jeans,coat,beanie
8.5,9.9,89,17.6,clear,night,winter,good,casual,sweater,jeans,coat,beanie
1.2,1.1,56,17.3,rain,morning,winter,neutral,work,long sleeves,trousers,coat,beanie
2.8,2.1,46,22.8,cloudy,afternoon,winter,neutral,party,sweater,shalwar,jacket,beanie
12.5,12.1,74,6.8,rain,evening,winter,neutral,party,kurta,pants,jacket,scarf
6.8,6.8,33,17.5,clear,evening,winter,good,party,hoodie,jeans,puffer jacket,gloves
1.2,0.3,50,9.0,rain,morning,winter,good,work,hoodie,shalwar,coat,beanie
8.1,8.7,84,20.9,cloudy,afternoon,winter,good,party,kurta,shalwar,puffer jacket,gloves
1.7,2.7,30,8.6,snow,night,winter,neutral,casual,long sleeves,trousers,jacket,beanie
0.7,0.4,63,13.4,cloudy,afternoon,winter,bad,work,kurta,shalwar,jacket,beanie
14.8,16.1,82,10.6,cloudy,afternoon,winter,neutral,casual,long sleeves,trousers,puffer jacket,gloves
10.7,9.8,41,16.4,cloudy,morning,winter,neutral,casual,hoodie,jeans,puffer jacket,gloves
-2.9,-3.0,61,19.0,cloudy,afternoon,winter,bad,casual,sweater,shalwar,coat,scarf
10.4,9.1,52,5.8,clear,morning,winter,good,work,hoodie,shalwar,coat,scarf
-0.6,-1.8,50,6.4,snow,morning,winter,bad,party,hoodie,jeans,puffer jacket,beanie
10.3,9.5,36,8.0,rain,evening,winter,bad,party,kurta,trousers,jacket,beanie
-1.3,-0.9,40,17.9,rain,evening,winter,bad,party,hoodie,pants,jacket,gloves
10.8,11.8,53,11.2,clear,afternoon,winter,good,work,kurta,shalwar,coat,beanie
9.2,9.0,77,14.6,cloudy,morning,winter,neutral,work,hoodie,jeans,jacket,beanie
10.4,11.2,40,21.4,clear,afternoon,winter,good,casual,kurta,pants,coat,scarf
3.6,4.7,66,11.5,snow,evening,winter,good,casual,hoodie,pants,puffer jacket,gloves
8.5,9.3,70,23.1,rain,evening,winter,good,formal,hoodie,shalwar,coat,gloves
-4.5,-5.0,81,20.2,cloudy,afternoon,winter,good,work,long sleeves,shalwar,jacket,beanie
0.7,-0.3,82,9.2,rain,evening,winter,bad,party,long sleeves,pants,puffer jacket,gloves
14.6,14.2,55,18.7,rain,evening,winter,bad,formal,kurta,jeans,jacket,gloves
9.4,8.9,31,17.0,snow,morning,winter,good,casual,long sleeves,jeans,coat,scarf
0.8,1.9,62,15.3,cloudy,evening,winter,good,casual,kurta,shalwar,jacket,gloves
2.7,3.8,33,14.5,cloudy,morning,winter,bad,party,sweater,jeans,coat,gloves
9.0,9.0,75,7.7,cloudy,morning,winter,neutral,party,kurta,jeans,jacket,scarf
4.7,3.8,50,18.4,clear,evening,winter,bad,party,hoodie,shalwar,puffer jacket,beanie
10.5,11.5,87,5.4,cloudy,evening,winter,bad,work,long sleeves,shalwar,jacket,gloves
1.8,2.5,30,12.6,snow,afternoon,winter,neutral,formal,kurta,jeans,puffer jacket,beanie
4.4,5.8,42,11.0,clear,night,winter,good,party,kurta,shalwar,jacket,scarf
9.3,8.2,78,21.1,clear,morning,winter,bad,formal,sweater,pants,jacket,beanie
6.6,7.5,51,24.7,cloudy,afternoon,winter,good,formal,hoodie,jeans,jacket,scarf
8.8,8.4,44,9.3,clear,morning,winter,neutral,party,kurta,jeans,jacket,gloves
-0.4,-1.2,79,15.4,clear,morning,winter,neutral,work,hoodie,shalwar,coat,beanie
-0.4,-1.2,36,5.9,cloudy,afternoon,winter,neutral,casual,long sleeves,jeans,coat,scarf
5.6,4.8,49,5.7,clear,afternoon,winter,bad,work,kurta,trousers,puffer jacket,gloves
-0.6,-1.6,74,8.4,snow,afternoon,winter,good,party,long sleeves,jeans,jacket,scarf
12.2,11.0,44,20.6,cloudy,evening,winter,good,work,hoodie,shalwar,coat,gloves
4.3,4.7,84,20.8,cloudy,evening,winter,good,work,hoodie,pants,jacket,scarf
4.5,3.7,60,11.6,cloudy,evening,winter,bad,casual,kurta,trousers,puffer jacket,scarf
-4.6,-3.3,78,12.4,snow,afternoon,winter,neutral,party,long sleeves,pants,coat,scarf
-4.1,-3.5,77,17.3,snow,evening,winter,good,formal,hoodie,trousers,jacket,scarf
0.6,0.7,58,7.9,cloudy,afternoon,winter,neutral,work,kurta,trousers,coat,gloves
-4.4,-4.8,60,17.7,snow,morning,winter,bad,formal,long sleeves,trousers,coat,beanie
14.3,14.8,74,7.3,cloudy,night,winter,good,work,sweater,jeans,puffer jacket,scarf
5.5,5.3,74,6.1,rain,night,winter,neutral,casual,sweater,trousers,puffer jacket,beanie
13.5,15.0,68,20.9,snow,morning,winter,good,work,hoodie,trousers,jacket,beanie
2.0,3.0,76,6.3,cloudy,evening,winter,neutral,work,sweater,jeans,puffer jacket,scarf
14.9,13.7,36,16.9,cloudy,morning,winter,bad,casual,hoodie,shalwar,jacket,beanie
9.5,10.9,89,10.1,rain,afternoon,winter,bad,formal,hoodie,trousers,jacket,gloves
-4.2,-5.4,45,21.1,snow,night,winter,good,party,kurta,jeans,puffer jacket,beanie
-3.5,-2.3,35,14.2,clear,night,winter,good,party,hoodie,jeans,coat,beanie
12.3,12.9,57,5.2,cloudy,afternoon,winter,neutral,party,kurta,shalwar,coat,beanie
12.7,11.7,64,13.2,cloudy,night,winter,good,party,sweater,trousers,puffer jacket,scarf
12.5,14.0,87,13.3,rain,evening,winter,neutral,work,kurta,jeans,puffer jacket,beanie
-2.5,-3.0,81,24.3,snow,night,winter,neutral,formal,kurta,shalwar,coat,scarf
-4.5,-3.7,43,11.6,cloudy,evening,winter,neutral,party,sweater,pants,coat,gloves
10.8,9.6,69,24.7,snow,night,winter,good,casual,kurta,trousers,puffer jacket,gloves
-3.3,-4.7,65,5.0,cloudy,night,winter,good,work,hoodie,pants,coat,gloves
0.4,1.6,85,10.7,rain,evening,winter,neutral,casual,hoodie,jeans,puffer jacket,gloves
10.5,9.8,76,5.9,clear,night,winter,bad,formal,kurta,jeans,puffer jacket,scarf
8.2,9.6,63,16.8,cloudy,night,winter,neutral,formal,long sleeves,shalwar,coat,scarf
-0.0,-0.5,43,16.9,snow,morning,winter,bad,formal,hoodie,shalwar,jacket,beanie
0.6,-0.2,79,15.7,clear,afternoon,winter,bad,casual,kurta,jeans,jacket,beanie
6.7,7.0,61,16.5,snow,evening,winter,good,work,long sleeves,pants,coat,gloves
14.9,15.6,36,5.3,clear,morning,winter,bad,party,kurta,jeans,puffer jacket,scarf
-2.4,-1.9,34,14.1,rain,afternoon,winter,bad,work,sweater,pants,coat,gloves
-3.7,-2.7,33,22.6,snow,afternoon,winter,bad,party,long sleeves,pants,coat,gloves
-0.4,0.1,42,24.4,clear,night,winter,bad,work,hoodie,pants,puffer jacket,beanie
12.9,12.1,52,12.8,snow,night,winter,bad,work,hoodie,pants,coat,scarf
11.9,11.4,88,23.9,rain,morning,winter,bad,casual,hoodie,jeans,puffer jacket,beanie
2.7,1.7,37,8.8,cloudy,afternoon,winter,good,casual,sweater,pants,coat,beanie
8.3,9.2,42,6.2,snow,morning,winter,bad,casual,sweater,jeans,jacket,gloves
-2.6,-1.7,72,23.6,rain,afternoon,winter,neutral,work,kurta,pants,coat,beanie
-1.8,-0.9,83,15.9,clear,night,winter,good,work,sweater,trousers,puffer jacket,beanie
9.1,8.5,85,8.6,clear,night,winter,good,work,long sleeves,shalwar,coat,scarf
14.3,15.7,87,8.1,snow,afternoon,winter,good,party,kurta,pants,coat,scarf
-3.9,-3.4,86,13.9,snow,morning,winter,neutral,party,kurta,shalwar,puffer jacket,scarf
2.4,1.1,61,20.2,snow,afternoon,winter,bad,casual,sweater,jeans,jacket,scarf
-2.5,-1.8,55,23.8,clear,night,winter,bad,party,hoodie,shalwar,coat,beanie
-3.5,-5.0,41,21.9,cloudy,afternoon,winter,neutral,formal,hoodie,pants,jacket,gloves
11.5,11.8,53,11.1,cloudy,afternoon,winter,bad,work,hoodie,shalwar,coat,beanie
8.3,8.2,41,5.0,cloudy,night,winter,neutral,party,sweater,trousers,puffer jacket,gloves
2.8,1.8,54,7.6,snow,night,winter,neutral,casual,long sleeves,trousers,coat,beanie
1.8,1.8,70,20.6,cloudy,morning,winter,good,work,long sleeves,pants,coat,beanie
-3.7,-5.2,50,23.7,clear,night,winter,neutral,formal,long sleeves,jeans,jacket,beanie
11.6,11.0,71,5.7,rain,night,winter,neutral,formal,long sleeves,shalwar,coat,scarf
-3.4,-2.7,48,24.9,rain,night,winter,bad,formal,hoodie,pants,puffer jacket,gloves
5.8,5.4,90,11.1,snow,afternoon,winter,good,work,hoodie,shalwar,coat,beanie
5.5,5.9,61,20.4,snow,evening,winter,good,party,kurta,trousers,puffer jacket,gloves
-0.7,-0.8,85,9.3,clear,morning,winter,bad,work,long sleeves,jeans,jacket,gloves
13.3,13.4,84,22.4,snow,morning,winter,good,party,kurta,pants,puffer jacket,beanie
6.4,7.5,89,23.1,rain,evening,winter,bad,work,sweater,shalwar,puffer jacket,scarf
4.8,3.9,69,21.9,rain,evening,winter,good,formal,kurta,pants,jacket,gloves
7.6,6.7,58,10.2,snow,evening,winter,neutral,work,hoodie,shalwar,coat,gloves
-2.8,-2.9,62,6.2,rain,evening,winter,neutral,formal,sweater,trousers,jacket,gloves
-4.1,-5.5,78,13.8,rain,evening,winter,good,party,long sleeves,pants,jacket,beanie
0.2,-0.3,57,12.9,cloudy,morning,winter,good,work,long sleeves,pants,coat,scarf
5.0,5.1,71,14.3,snow,night,winter,bad,party,kurta,shalwar,coat,scarf
